tipus de centre,Universitat responsable,Branca,Estudi,Codi estudi,Unitat responsable,Codi unitat,"Curs
 acadèmic",Sexe,NOU INGRÉS,MATRICULATS,TITULATS,ZACH & ANNA INTERESTED DATASET
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRET I POLÍTIQUES DE LA INTEGRACIÓ EUROPEA: DRET CONSTITUCIONAL EUROPEU I CONSTITUCIONALISME MULTINIVELL /DROIT ET POLITIQUES DE L'INTÉGRATION EUROPÉENNE: DROIT CONSTITUTIONNEL EUROPÉEN ET MULTILEVEL CONSTITUTIONALISM,DGU000000596,FACULTAT DE DRET,22080332251,13-14,DONA,0,4,4,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRET I POLÍTIQUES DE LA INTEGRACIÓ EUROPEA: DRET CONSTITUCIONAL EUROPEU I CONSTITUCIONALISME MULTINIVELL /DROIT ET POLITIQUES DE L'INTÉGRATION EUROPÉENNE: DROIT CONSTITUTIONNEL EUROPÉEN ET MULTILEVEL CONSTITUTIONALISM,DGU000000596,FACULTAT DE DRET,22080332251,13-14,HOME,0,3,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"RELACIONS INTERNACIONALS, SEGURETAT I DESENVOLUPAMENT",DGU000000607,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,DONA,0,4,4,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"RELACIONS INTERNACIONALS, SEGURETAT I DESENVOLUPAMENT",DGU000000607,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,HOME,0,4,4,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ANTROPOLOGIA SOCIAL I CULTURAL/SOCIAL AND CULTURAL ANTHROPOLOGY,DGU000000608,FACULTAT DE FILOSOFIA I LLETRES,22080332371,13-14,DONA,3,3,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ANTROPOLOGIA SOCIAL I CULTURAL/SOCIAL AND CULTURAL ANTHROPOLOGY,DGU000000608,FACULTAT DE FILOSOFIA I LLETRES,22080332371,13-14,HOME,0,1,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,PSICOLOGIA DE LA COGNICIÓ I DE LA COMUNICACIÓ,DGU000000712,FACULTAT DE PSICOLOGIA,22080443751,13-14,DONA,0,5,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN COMUNICACIÓ I PERIODISME,DGU000000713,FACULTAT DE CIÈNCIES DE LA COMUNICACIÓ,22080332131,13-14,DONA,16,21,17,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN COMUNICACIÓ I PERIODISME,DGU000000713,FACULTAT DE CIÈNCIES DE LA COMUNICACIÓ,22080332131,13-14,HOME,7,10,8,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECILITAT EN ANGLÈS",DGU000000724,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,40,40,38,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECILITAT EN ANGLÈS",DGU000000724,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,6,6,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"GESTIÓ, ORGANITZACIÓ I ECONOMIA DE L'EMPRESA/MANAGEMENT, ORGANIZATION AND BUSINESS ECONOMICS",DGU000000751,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,DONA,7,7,7,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"GESTIÓ, ORGANITZACIÓ I ECONOMIA DE L'EMPRESA/MANAGEMENT, ORGANIZATION AND BUSINESS ECONOMICS",DGU000000751,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,HOME,10,10,8,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"RECERCA EN DIDÀCTICA DE LES CIÈNCIES SOCIALS, LA GEOGRAFIA, LA HISTÒRIA I L'ART",DGU000000763,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,0,1,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"RECERCA EN DIDÀCTICA DE LES CIÈNCIES SOCIALS, LA GEOGRAFIA, LA HISTÒRIA I L'ART",DGU000000763,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,0,4,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECILITAT EN GEOGRAFIA-HISTÒRIA",DGU000000815,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,23,23,21,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECILITAT EN GEOGRAFIA-HISTÒRIA",DGU000000815,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,31,31,29,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECIALITAT EN LLENGUA I LITERATURA CATALANA/CASTELLANA",DGU000000816,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,34,35,31,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECIALITAT EN LLENGUA I LITERATURA CATALANA/CASTELLANA",DGU000000816,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,9,9,8,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECILITAT EN LLENGÜES ESTRANGERES",DGU000000817,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,4,4,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES. ESPECILITAT EN LLENGÜES ESTRANGERES",DGU000000817,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,1,1,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ECONOMIA I ADMINISTRACIÓ D'EMPRESES / ECONOMICS AND BUSINESS ADMINISTRATION,DGU000000913,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,DONA,11,11,11,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ECONOMIA I ADMINISTRACIÓ D'EMPRESES / ECONOMICS AND BUSINESS ADMINISTRATION,DGU000000913,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,HOME,16,16,11,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,MÀRQUETING,DGU000000914,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,DONA,22,22,21,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,MÀRQUETING,DGU000000914,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,HOME,13,15,15,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"MITJANS, COMUNICACIÓ I CULTURA",DGU000001003,FACULTAT DE CIÈNCIES DE LA COMUNICACIÓ,22080332131,13-14,DONA,0,1,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"MITJANS, COMUNICACIÓ I CULTURA",DGU000001003,FACULTAT DE CIÈNCIES DE LA COMUNICACIÓ,22080332131,13-14,HOME,0,1,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"POLÍTICA SOCIAL, TREBALL I BENESTAR",DGU000001026,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,DONA,5,9,7,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"POLÍTICA SOCIAL, TREBALL I BENESTAR",DGU000001026,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,HOME,5,8,6,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA APLICADA EN ECONOMIA I EMPRESA / APPLIED RESEARCH IN ECONOMICS AND BUSINESS,DGU000001027,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,DONA,8,8,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA APLICADA EN ECONOMIA I EMPRESA / APPLIED RESEARCH IN ECONOMICS AND BUSINESS,DGU000001027,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,HOME,12,13,9,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA I INTERVENCIÓ PSICOSOCIAL,DGU000001037,FACULTAT DE PSICOLOGIA,22080443751,13-14,DONA,18,22,17,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA I INTERVENCIÓ PSICOSOCIAL,DGU000001037,FACULTAT DE PSICOLOGIA,22080443751,13-14,HOME,10,12,8,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,CIÈNCIA POLÍTICA / POLITICAL SCIENCE,DGU000001045,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,DONA,6,7,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,CIÈNCIA POLÍTICA / POLITICAL SCIENCE,DGU000001045,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,HOME,7,10,8,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,CONTINGUTS DE COMUNICACIÓ AUDIOVISUAL I PUBLICITAT,DGU000001066,FACULTAT DE CIÈNCIES DE LA COMUNICACIÓ,22080332131,13-14,DONA,18,19,16,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,CONTINGUTS DE COMUNICACIÓ AUDIOVISUAL I PUBLICITAT,DGU000001066,FACULTAT DE CIÈNCIES DE LA COMUNICACIÓ,22080332131,13-14,HOME,9,9,7,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRETS SOCIOLABORALS,DGU000001106,FACULTAT DE DRET,22080332251,13-14,DONA,10,10,9,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRETS SOCIOLABORALS,DGU000001106,FACULTAT DE DRET,22080332251,13-14,HOME,5,6,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,GESTIÓ PÚBLICA,DGU000001126,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,DONA,16,18,14,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,GESTIÓ PÚBLICA,DGU000001126,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,HOME,10,14,12,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ESTUDIS TERRITORIALS I DE LA POBLACIÓ,DGU000001127,FACULTAT DE FILOSOFIA I LLETRES,22080332371,13-14,DONA,10,10,7,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ESTUDIS TERRITORIALS I DE LA POBLACIÓ,DGU000001127,FACULTAT DE FILOSOFIA I LLETRES,22080332371,13-14,HOME,12,13,12,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ADVOCACIA,DGU000001191,FACULTAT DE DRET,22080332251,13-14,DONA,14,14,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ADVOCACIA,DGU000001191,FACULTAT DE DRET,22080332251,13-14,HOME,6,6,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,PSICOPEDAGOGIA,DGU000001196,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,37,37,31,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,PSICOPEDAGOGIA,DGU000001196,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,3,3,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ANÀLISI ECONÒMICA / ECONOMIC ANALYSIS,DGU000001233,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,DONA,7,7,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ANÀLISI ECONÒMICA / ECONOMIC ANALYSIS,DGU000001233,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,HOME,10,10,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ANTROPOLOGIA: RECERCA AVANÇADA I INTERVENCIÓ SOCIAL,DGU000001273,FACULTAT DE FILOSOFIA I LLETRES,22080332371,13-14,DONA,18,18,14,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ANTROPOLOGIA: RECERCA AVANÇADA I INTERVENCIÓ SOCIAL,DGU000001273,FACULTAT DE FILOSOFIA I LLETRES,22080332371,13-14,HOME,6,6,4,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,BIBLIOTECA ESCOLAR I PROMOCIÓ DE LA LECTURA,DGU000001274,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,19,19,17,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,BIBLIOTECA ESCOLAR I PROMOCIÓ DE LA LECTURA,DGU000001274,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,3,3,3,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN EDUCACIÓ,DGU000001297,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,46,46,27,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,RECERCA EN EDUCACIÓ,DGU000001297,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,24,24,14,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRET EMPRESARIAL,DGU000001299,FACULTAT DE DRET,22080332251,13-14,DONA,24,24,22,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,DRET EMPRESARIAL,DGU000001299,FACULTAT DE DRET,22080332251,13-14,HOME,9,9,8,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,GESTIÓ DELS RECURSOS HUMANS EN LES ORGANITZACIONS,DGU000001306,FACULTAT DE PSICOLOGIA,22080443751,13-14,DONA,17,17,17,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,GESTIÓ DELS RECURSOS HUMANS EN LES ORGANITZACIONS,DGU000001306,FACULTAT DE PSICOLOGIA,22080443751,13-14,HOME,10,10,10,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,INTEGRACIÓ EUROPEA,DGU000001307,FACULTAT DE DRET,22080332251,13-14,DONA,16,16,10,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,INTEGRACIÓ EUROPEA,DGU000001307,FACULTAT DE DRET,22080332251,13-14,HOME,7,7,5,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"RELACIONS INTERNACIONALS, SEGURETAT I DESENVOLUPAMENT",DGU000001314,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,DONA,33,33,28,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"RELACIONS INTERNACIONALS, SEGURETAT I DESENVOLUPAMENT",DGU000001314,FACULTAT DE CIÈNCIES POLÍTIQUES I DE SOCIOLOGIA,22080422381,13-14,HOME,17,17,15,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE PERSONES ADULTES,DGU000001332,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,12,12,10,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,FORMACIÓ DE PERSONES ADULTES,DGU000001332,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,3,3,2,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ERASMUS MUNDUS EN MODELS I MÈTODES D'ECONOMIA QUANTITATIVA / ERASMUS MUNDUS IN MODELS AND METHODS OF QUANTITATIVE ECONOMICS,DGU000001362,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,DONA,4,4,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,ERASMUS MUNDUS EN MODELS I MÈTODES D'ECONOMIA QUANTITATIVA / ERASMUS MUNDUS IN MODELS AND METHODS OF QUANTITATIVE ECONOMICS,DGU000001362,FACULTAT D'ECONOMIA I EMPRESA,22080711111,13-14,HOME,5,5,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES",DGU000001363,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,DONA,23,23,21,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Ciències socials i jurídiques,"FORMACIÓ DEL PROFESSORAT D'EDUCACIÓ SECUNDÀRIA OBLIGATÒRIA I BATXILLERAT, FORMACIÓ PROFESSIONAL I ENSENYAMENT D'IDIOMES",DGU000001363,FACULTAT DE CIÈNCIES DE L'EDUCACIÓ,22080482041,13-14,HOME,29,29,25,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,ENGINYERIA MICRO I NANOELECTRÒNICA,DGU000000003,ESCOLA D'ENGINYERIA,22080711231,13-14,HOME,0,1,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,NANOTECNOLOGIA,DGU000000479,ESCOLA D'ENGINYERIA,22080711231,13-14,HOME,0,1,1,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,VISIÓ PER COMPUTADOR I INTEL·LIGÈNCIA ARTIFICIAL,DGU000000482,ESCOLA D'ENGINYERIA,22080711231,13-14,HOME,0,5,2,TECHY DEGREE
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,"CÒMPUT D'ALTES PRESTACIONS, TEORIA DE LA INFORMACIÓ I SEGURETAT / HIGH PERFORMANCE COMPUTING, INFORMATION THEORY AND SECURITY",DGU000000985,ESCOLA D'ENGINYERIA,22080711231,13-14,DONA,2,2,2,TECHY DEGREE
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,"CÒMPUT D'ALTES PRESTACIONS, TEORIA DE LA INFORMACIÓ I SEGURETAT / HIGH PERFORMANCE COMPUTING, INFORMATION THEORY AND SECURITY",DGU000000985,ESCOLA D'ENGINYERIA,22080711231,13-14,HOME,13,13,10,TECHY DEGREE
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,ENGINYERIA DE TELECOMUNICACIÓ / TELECOMMUNICATION ENGINEERING,DGU000001179,ESCOLA D'ENGINYERIA,22080711231,13-14,DONA,1,1,0,TECHY DEGREE
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,ENGINYERIA DE TELECOMUNICACIÓ / TELECOMMUNICATION ENGINEERING,DGU000001179,ESCOLA D'ENGINYERIA,22080711231,13-14,HOME,9,9,0,TECHY DEGREE
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,LOGÍSTICA I GESTIÓ DE LA CADENA DE SUBMINISTRAMENT / LOGISTICS AND SUPPLY CHAIN MANAGEMENT,DGU000001193,ESCOLA D'ENGINYERIA,22080711231,13-14,DONA,4,4,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,LOGÍSTICA I GESTIÓ DE LA CADENA DE SUBMINISTRAMENT / LOGISTICS AND SUPPLY CHAIN MANAGEMENT,DGU000001193,ESCOLA D'ENGINYERIA,22080711231,13-14,HOME,5,5,0,#N/A
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,VISIÓ PER COMPUTADOR / COMPUTER VISION,DGU000001336,ESCOLA D'ENGINYERIA,22080711231,13-14,DONA,2,2,1,TECHY DEGREE
Integrat,UNIVERSITAT AUTÒNOMA DE BARCELONA,Enginyeria i arquitectura,VISIÓ PER COMPUTADOR / COMPUTER VISION,DGU000001336,ESCOLA D'ENGINYERIA,22080711231,13-14,HOME,12,13,7,TECHY DEGREE
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,ESTADÍSTICA I INVESTIGACIÓ OPERATIVA,DGU000000123,FACULTAT DE MATEMÀTIQUES I ESTADÍSTICA,24080481741,13-14,DONA,0,32,20,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,ESTADÍSTICA I INVESTIGACIÓ OPERATIVA,DGU000000123,FACULTAT DE MATEMÀTIQUES I ESTADÍSTICA,24080481741,13-14,HOME,0,22,10,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,POLÍMERS I BIOPOLÍMERS,DGU000000320,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA INDUSTRIAL DE BARCELONA,24080328531,13-14,DONA,0,1,1,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,POLÍMERS I BIOPOLÍMERS,DGU000000320,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA INDUSTRIAL DE BARCELONA,24080328531,13-14,HOME,0,4,4,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,FOTÒNICA,DGU000000325,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA DE TELECOMUNICACIÓ DE BARCELONA,24080328651,13-14,DONA,0,2,1,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,ENGINYERIA DELS RECURSOS NATURALS,DGU000000328,ESCOLA POLITÈCNICA SUPERIOR D'ENGINYERIA DE MANRESA,24080346791,13-14,DONA,2,8,5,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,ENGINYERIA DELS RECURSOS NATURALS,DGU000000328,ESCOLA POLITÈCNICA SUPERIOR D'ENGINYERIA DE MANRESA,24080346791,13-14,HOME,5,12,7,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,"ENGINYERIA FOTÒNICA, NANOFOTÒNICA I BIOFOTÒNICA / EUROPEAN MASTER IN PHOTONICS ENGINEERING, NANOPHOTONICS AND BIOPHOTONICS",DGU000000783,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA DE TELECOMUNICACIÓ DE BARCELONA,24080328651,13-14,DONA,1,1,0,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,"ENGINYERIA FOTÒNICA, NANOFOTÒNICA I BIOFOTÒNICA / EUROPEAN MASTER IN PHOTONICS ENGINEERING, NANOPHOTONICS AND BIOPHOTONICS",DGU000000783,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA DE TELECOMUNICACIÓ DE BARCELONA,24080328651,13-14,HOME,3,4,1,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,ESTADÍSTICA I INVESTIGACIÓ OPERATIVA,DGU000001319,FACULTAT DE MATEMÀTIQUES I ESTADÍSTICA,24080481741,13-14,DONA,34,37,11,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,ESTADÍSTICA I INVESTIGACIÓ OPERATIVA,DGU000001319,FACULTAT DE MATEMÀTIQUES I ESTADÍSTICA,24080481741,13-14,HOME,33,34,2,#N/A
Integrat,UNIVERSITAT POLITÈCNICA DE CATALUNYA,Ciències,FOTÒNICA/PHOTONICS,DGU000001320,ESCOLA TÈCNICA SUPERIOR D'ENGINYERIA DE TELECOMUNICACIÓ DE BARCELONA,24080328651,13-14,DONA,6,6,5,#N/A
